name,carbs,sugar,s_fat,discounted price,kcal,url,fat,categorys,protein,original price,salt,amount
"Ekologiškas natūralus TIKRAS jogurtas, 2,5% rieb., 300 g",4.6,4.6,2.5,nan,68.0,https://www.barbora.lt/produktai/ekologiskas-naturalus-tikras-jogurtas-2-5-proc-rieb-300-g,3.5,Pieno gaminiai ir kiaušiniai	Produktai be laktozės	Jogurtai ir desertai be laktozės,4.5,0.79,0.2,300
"VILKYŠKIŲ jogurtas su vyšniomis, 3,5% rieb., 350 g",14.7,12.7,2.2,nan,105.0,https://www.barbora.lt/produktai/vilkyskiu-jogurtas-su-vysniomis-3-5-proc-rieb-350-g,3.5,Pieno gaminiai ir kiaušiniai	Jogurtai ir desertai	Jogurtai su pagardais,2.9,0.99,0.12,350
"Lydytas RAMBYNO sūris, 45% rieb. s. m., 150 g",3.4,3.2,17.2,nan,338.0,https://www.barbora.lt/produktai/lydytas-rambyno-suris-45-proc-rieb-s-m-150-g,26.8,Pieno gaminiai ir kiaušiniai	Sūris	Lydyti sūriai,20.7,1.49,0.8,170
"GAMTOS pasukų varškė su slyvomis ir kviečių sėlen., 2% rieb., 130 g",11.6,10.7,1.0,nan,95.0,https://www.barbora.lt/produktai/gamtos-pasuku-varske-su-slyvomis-ir-kvieciu-selen-2-proc-rieb-130-g,2.0,Pieno gaminiai ir kiaušiniai	Varškės produktai	Desertinė varškė,7.9,0.76,0.1,130
"DVARO varškė, 9% rieb., 1 kg",3.5,2.9,6.2,4.29,159.0,https://www.barbora.lt/produktai/dvaro-varske-9-proc-rieb-1-kg,9.0,Pieno gaminiai ir kiaušiniai	Varškės produktai	Varškė,16.0,4.99,0.1,1000
"Ekologiškas jogurtas BIOS su braškėmis, 3,1% rieb., 125 g",15.2,14.2,2.0,nan,104.0,https://www.barbora.lt/produktai/ekologiskas-jogurtas-bios-su-braskemis-3-1-proc-rieb-125-g,3.1,Pieno gaminiai ir kiaušiniai	Jogurtai ir desertai	Jogurtai su pagardais,3.8,0.65,0.1,125
"Fermentinis Rokiškio TILSIT sūris riekelėmis, 48% rieb.s.m., 150 g",0.0,0.0,0.0,nan,347.0,https://www.barbora.lt/produktai/fermentinis-rokiskio-tilsit-suris-riekelemis-48-proc-rieb-s-m-150-g,27.4,Pieno gaminiai ir kiaušiniai	Sūris	Fermentiniai sūriai,23.4,1.15,1.7,150
"Glaistytas varškės sūrelis DADU su želė gabal., 23,2% rieb., 45 g",30.0,29.2,18.0,0.29,402.0,https://www.barbora.lt/produktai/glaistytas-varskes-surelis-dadu-su-zele-gabal-23-2-proc-rieb-45-g,24.7,Pieno gaminiai ir kiaušiniai	Varškės produktai	Glaistyti varškės sūreliai,15.0,0.34,0.13,45
"Liesa ŽEMAITIJOS varškė, 0,5% rieb., 180 g",2.8,2.8,0.2,0.56,96.0,https://www.barbora.lt/produktai/liesa-zemaitijos-varske-0-5-proc-rieb-180-g,0.5,Pieno gaminiai ir kiaušiniai	Varškės produktai	Varškė,20.0,0.71,0.2,180
"Jogurtinis gėrimas ACTIMEL (miško uogų skonio), 800 g",12.0,11.9,1.0,2.39,77.0,https://www.barbora.lt/produktai/jogurtinis-gerimas-actimel-misko-uogu-skonio-800-g,1.5,Pieno gaminiai ir kiaušiniai	Jogurtai ir desertai	Geriamieji jogurtai,2.8,2.99,0.1,800
"Glaist. VILKYŠKIŲ varškės sūrelis su žemuogėmis, 23% rieb., 40 g",23.1,20.0,17.3,nan,345.0,https://www.barbora.lt/produktai/glaist-vilkyskiu-varskes-surelis-su-zemuogemis-23-proc-rieb-40-g,24.3,Pieno gaminiai ir kiaušiniai	Varškės produktai	Glaistyti varškės sūreliai,7.7,0.34,0.26,40
"Saldintas sutirštintas pienas LIETUVAITĖ, 8% rieb., 385 g",56.0,45.0,5.44,nan,323.0,https://www.barbora.lt/produktai/saldintas-sutirstintas-pienas-lietuvaite-8-proc-rieb-385-g,8.0,Pieno gaminiai ir kiaušiniai	Pienas	Sutirštintas pienas,6.8,1.69,0.38,385
"Puskietis OLANDŲ sūris riekelėmis, 48% rieb. s. m., 150 g",1.6,0.3,17.4,nan,345.0,https://www.barbora.lt/produktai/puskietis-olandu-suris-riekelemis-48-proc-rieb-s-m-150-g,27.4,Pieno gaminiai ir kiaušiniai	Sūris	Fermentiniai sūriai,23.0,1.29,1.8,150
"Glaistytas varškės sūrelis NYKŠTUKAS su braškėmis, 21% rieb., 45 g",27.7,24.2,15.2,nan,367.0,https://www.barbora.lt/produktai/glaistytas-varskes-surelis-nykstukas-su-braskemis-21-proc-rieb-45-g,22.7,Pieno gaminiai ir kiaušiniai	Varškės produktai	Glaistyti varškės sūreliai,12.9,0.42,0.08,45
"Šokoladinių batonėlių rinkinys KINDER PINGUI, 120 g",37.8,33.1,20.0,nan,450.0,https://www.barbora.lt/produktai/sokoladiniu-batoneliu-rinkinys-kinder-pingui-120-g,29.7,Pieno gaminiai ir kiaušiniai	Jogurtai ir desertai	Desertai,7.0,1.87,0.25,120
"Tepamoji varškė RYTAS su žalumynais, 15% rieb., 130 g",4.3,2.6,8.1,nan,194.0,https://www.barbora.lt/produktai/tepamoji-varske-rytas-su-zalumynais-15-proc-rieb-130-g,15.0,Pieno gaminiai ir kiaušiniai	Varškės produktai	Tepama varškė,9.8,0.89,1.1,130
"Kietasis sūris PRUSSIA riekelėmis, 45% rieb. s. m., 150 g",1.5,0.0,20.5,nan,370.0,https://www.barbora.lt/produktai/kietasis-suris-prussia-riekelemis-45-proc-rieb-s-m-150-g,27.9,Pieno gaminiai ir kiaušiniai	Sūris	Kietieji sūriai,28.2,1.49,2.1,150
"Plėšomos sūrio dešrelės PIK-NIK KIDS ORIGINAL, 40% rieb.s.m., 140 g",0.35,0.0,14.4,nan,295.0,https://www.barbora.lt/produktai/plesomos-surio-desreles-pik-nik-kids-original-40-proc-rieb-s-m-140-g,20.8,Pieno gaminiai ir kiaušiniai	Sūris	Kiti sūriai,26.7,1.45,1.3,140
"Glaistytas sūrelis MAGIJA su aguonomis, 24% rieb., 45 g",25.6,23.7,14.6,nan,370.0,https://www.barbora.lt/produktai/glaistytas-surelis-magija-su-aguonomis-24-proc-rieb-45-g,23.7,Pieno gaminiai ir kiaušiniai	Varškės produktai	Glaistyti varškės sūreliai,13.1,0.39,0.05,45
"ŠEIMININKĖS majonezas be konservantų, 650 ml",4.7,4.6,3.9,nan,585.0,https://www.barbora.lt/produktai/seimininkes-majonezas-be-konservantu-650-ml,62.7,Pieno gaminiai ir kiaušiniai	Majonezas	Majonezas,0.5,1.78,1.1,635
"Gl. varškės sūrelis NYKŠTUKAS su aguonomis, 23,1% rieb., 45 g",30.9,26.7,15.8,nan,381.0,https://www.barbora.lt/produktai/gl-varskes-surelis-nykstukas-su-aguonomis-23-1-proc-rieb-45-g,23.1,Pieno gaminiai ir kiaušiniai	Varškės produktai	Glaistyti varškės sūreliai,12.2,0.42,0.08,45
"Maskarponės sk. glaistytas varškės sūrelis MURR, 28% rieb., 40 g",13.2,24.3,20.9,nan,385.0,https://www.barbora.lt/produktai/maskarpones-sk-glaistytas-varskes-surelis-murr-28-proc-rieb-40-g,28.3,Pieno gaminiai ir kiaušiniai	Varškės produktai	Glaistyti varškės sūreliai,6.2,0.33,0.09,40
"Šokolad. varškės sūrelis NYKŠTUKAS su šok. gab., 23,1% rieb., 45 g",36.6,27.2,14.6,nan,404.0,https://www.barbora.lt/produktai/sokolad-varskes-surelis-nykstukas-su-sok-gab-23-1-proc-rieb-45-g,23.1,Pieno gaminiai ir kiaušiniai	Varškės produktai	Glaistyti varškės sūreliai,10.4,0.39,0.07,45
"Graikiškas jogurtas GRAIKIŠKA AMFORA su persikais 3,1% rieb., 150 g",12.1,11.5,2.0,nan,105.0,https://www.barbora.lt/produktai/graikiskas-jogurtas-graikiska-amfora-su-persikais-3-1-proc-rieb-150-g,3.1,Pieno gaminiai ir kiaušiniai	Jogurtai ir desertai	Jogurtai su pagardais,7.2,0.85,0.1,150
"Graikiškas jogurtas ALMA, 4%, 180 g",4.0,4.0,2.5,nan,80.0,https://www.barbora.lt/produktai/graikiskas-jogurtas-alma-4-proc-180-g,4.0,Pieno gaminiai ir kiaušiniai	Jogurtai ir desertai	Jogurtai be pagardų,7.0,0.69,0.1,180
"VILKYŠKIŲ jogurtas su šilauogėmis, 3,5 % rieb., 350 g",15.5,13.8,2.3,nan,105.0,https://www.barbora.lt/produktai/vilkyskiu-jogurtas-su-silauogemis-3-5-proc-rieb-350-g,3.5,Pieno gaminiai ir kiaušiniai	Jogurtai ir desertai	Jogurtai su pagardais,3.2,0.99,0.1,350
"Migdolų skonio gėrimas ALPRO ALMOND ORIGINAL, 1 l",3.0,3.0,nan,nan,24.0,https://www.barbora.lt/produktai/migdolu-skonio-gerimas-alpro-almond-original-1-l,1.1,Pieno gaminiai ir kiaušiniai	Produktai be laktozės	Pienas ir gėrimai be laktozės,0.5,2.75,0.13,1000
"Majonezas BE KONSERVANTŲ, 62% rieb., 430 g",5.0,4.0,4.0,nan,581.0,https://www.barbora.lt/produktai/majonezas-be-konservantu-62-proc-rieb-430-g,62.0,Pieno gaminiai ir kiaušiniai	Majonezas	Majonezas,0.2,1.65,0.0,430
"VILKYŠKIŲ jog. YOGA su vanile ir skrud. linų sėm.,3,6% rieb., 200 g",10.5,8.7,2.3,nan,96.0,https://www.barbora.lt/produktai/vilkyskiu-jog-yoga-su-vanile-ir-skrud-linu-sem-3-6-proc-rieb-200-g,3.6,Pieno gaminiai ir kiaušiniai	Jogurtai ir desertai	Jogurtai su pagardais,3.3,0.69,0.1,200
"Liesa VILKYŠKIŲ varškė, 0,5% rieb., 180 g",3.9,2.3,0.3,nan,85.0,https://www.barbora.lt/produktai/liesa-vilkyskiu-varske-0-5-proc-rieb-180-g,0.5,Pieno gaminiai ir kiaušiniai	Varškės produktai	Varškė,16.2,0.69,0.1,180
"ŽEMAITIJOS grietinė, 30% rieb., 200 g",3.1,2.3,17.9,nan,292.0,https://www.barbora.lt/produktai/zemaitijos-grietine-30-proc-rieb-200-g,30.0,Pieno gaminiai ir kiaušiniai	Grietinė ir grietinėlė	Grietinė,2.4,0.99,0.08,200
"Pusriebė SENOLIŲ varškė, 9% rieb., 180 g",2.7,2.6,6.4,nan,163.0,https://www.barbora.lt/produktai/pusriebe-senoliu-varske-9-proc-rieb-180-g,9.0,Pieno gaminiai ir kiaušiniai	Varškės produktai	Varškė,17.9,0.78,0.2,180
"Avižų gėrimas BIO AVENA DRINK NATURAL, 1 l",7.52,5.5,nan,nan,46.0,https://www.barbora.lt/produktai/avizu-gerimas-bio-avena-drink-natural-1-l,1.5,Pieno gaminiai ir kiaušiniai	Produktai be laktozės	Pienas ir gėrimai be laktozės,0.5,2.29,nan,1000
"Varškė FARM MILK grūdeliais, 5% rieb., 500 g",3.2,3.2,3.3,nan,102.0,https://www.barbora.lt/produktai/varske-farm-milk-grudeliais-5-proc-rieb-500-g,5.0,Pieno gaminiai ir kiaušiniai	Varškės produktai	Grūdėta varškė,11.0,1.22,0.5,500
"Glaistytas VILKYŠKIŲ vanilės sk. varškės sūrelis, 24% rieb., 40 g",25.8,23.5,17.3,nan,355.0,https://www.barbora.lt/produktai/glaistytas-vilkyskiu-vaniles-sk-varskes-surelis-24-proc-rieb-40-g,24.3,Pieno gaminiai ir kiaušiniai	Varškės produktai	Glaistyti varškės sūreliai,7.6,0.34,0.25,40
"Saldintas sutirštintas pienas, 8% rieb., 385 g",56.0,45.0,5.44,nan,323.0,https://www.barbora.lt/produktai/saldintas-sutirstintas-pienas-8-proc-rieb-385-g,8.0,Pieno gaminiai ir kiaušiniai	Pienas	Sutirštintas pienas,6.8,1.29,0.38,385
"Grietinėlė PRESIDENT kavai ruošti, 10% rieb. (10 x 10 g), 100 g",4.2,4.2,7.5,nan,118.0,https://www.barbora.lt/produktai/grietinele-president-kavai-ruosti-10-proc-rieb-10-x-10-g-100-g,10.0,Pieno gaminiai ir kiaušiniai	Grietinė ir grietinėlė	Grietinėlė,3.2,0.45,0.1,100
"Natūralus graikiškas jogurtas FARM MILK, 9% rieb., 400 g",5.0,5.0,6.0,nan,115.0,https://www.barbora.lt/produktai/naturalus-graikiskas-jogurtas-farm-milk-9-proc-rieb-400-g,9.0,Pieno gaminiai ir kiaušiniai	Jogurtai ir desertai	Jogurtai be pagardų,3.6,0.59,0.15,400
"Mocarelos sūris GALBANI, 45% rieb. s. m., 220 g",2.0,1.3,15.0,nan,251.0,https://www.barbora.lt/produktai/mocarelos-suris-galbani-45-proc-rieb-s-m-220-g,19.0,Pieno gaminiai ir kiaušiniai	Sūris	Mocarelos sūriai,18.0,0.99,0.45,125
"Liesa varškė AISTĖ, 0,5% rieb., 250 g",4.0,4.0,0.3,nan,96.0,https://www.barbora.lt/produktai/liesa-varske-aiste-0-5-proc-rieb-250-g,0.5,Pieno gaminiai ir kiaušiniai	Varškės produktai	Varškė,19.0,0.79,0.2,250
"VILKYŠKIŲ kond. pieno sk. varškės sūrelis MURR, 28% rieb., 40 g",25.8,24.2,20.9,nan,385.0,https://www.barbora.lt/produktai/vilkyskiu-kond-pieno-sk-varskes-surelis-murr-28-proc-rieb-40-g,28.3,Pieno gaminiai ir kiaušiniai	Varškės produktai	Glaistyti varškės sūreliai,6.2,0.33,0.09,40
"Grietinė ŽALOJI KARVUTĖ, 12% rieb., 200 g",4.2,3.8,7.8,0.55,137.0,https://www.barbora.lt/produktai/grietine-zaloji-karvute-12-proc-rieb-200-g,12.0,Pieno gaminiai ir kiaušiniai	Grietinė ir grietinėlė	Grietinė,3.0,0.69,0.2,200
"Ekolog. jogurtas DOBILAS su obuoliais ir grūdais, 3,2% rieb., 125 g",15.0,13.8,1.9,nan,106.0,https://www.barbora.lt/produktai/ekolog-jogurtas-dobilas-su-obuoliais-ir-grudais-3-2-proc-rieb-125-g,3.1,Pieno gaminiai ir kiaušiniai	Jogurtai ir desertai	Jogurtai su pagardais,3.6,0.49,0.1,125
"Varškės sūrelis RYTAS su razinomis, 8% rieb., 100 g",19.2,18.0,4.4,nan,191.0,https://www.barbora.lt/produktai/varskes-surelis-rytas-su-razinomis-8-proc-rieb-100-g,8.0,Pieno gaminiai ir kiaušiniai	Varškės produktai	Desertinė varškė,13.0,0.59,0.09,100
"VILKYŠKIŲ jogurtas su dribs.,dž.spang., priedais, 4,3% rieb., 200 g",12.4,5.6,2.5,nan,109.0,https://www.barbora.lt/produktai/vilkyskiu-jogurtas-su-dribs-dz-spang-priedais-4-3-proc-rieb-200-g,4.3,Pieno gaminiai ir kiaušiniai	Jogurtai ir desertai	Jogurtai su pagardais,4.1,0.75,0.18,200
"VILKYŠKIŲ varškės užtepėlė su žalumynais, 18% rieb., 150 g",6.3,4.0,13.2,nan,209.0,https://www.barbora.lt/produktai/vilkyskiu-varskes-uztepele-su-zalumynais-18-proc-rieb-150-g,18.0,Pieno gaminiai ir kiaušiniai	Varškės produktai	Tepama varškė,5.5,0.89,0.7,150
"Gl. varškės sūrelis NYKŠTUKAS su vanilinu ir kep. migdolais, 45 g",28.5,25.8,14.9,nan,391.0,https://www.barbora.lt/produktai/gl-varskes-surelis-nykstukas-su-vanilinu-ir-kep-migdolais-45-g,25.0,Pieno gaminiai ir kiaušiniai	Varškės produktai	Glaistyti varškės sūreliai,13.2,0.39,0.08,45
"Grietinė ŽALOJI KARVUTĖ, 12% rieb., 400 g",4.2,3.8,7.8,0.95,137.0,https://www.barbora.lt/produktai/grietine-zaloji-karvute-12-proc-rieb-400-g,12.0,Pieno gaminiai ir kiaušiniai	Grietinė ir grietinėlė	Grietinė,3.0,1.19,0.2,400
"VARĖNOS varškės sūrelis su pienišku gl. ir lazdyno riešutais, 40 g",27.7,21.5,15.0,nan,381.0,https://www.barbora.lt/produktai/varenos-varskes-surelis-su-pienisku-gl-ir-lazdyno-riesutais-40-g,24.0,Pieno gaminiai ir kiaušiniai	Varškės produktai	Glaistyti varškės sūreliai,16.3,0.39,0.05,40
"Varškė FARM MILK grūdeliais, 5% rieb., 200 g",3.2,3.2,nan,nan,102.0,https://www.barbora.lt/produktai/varske-farm-milk-grudeliais-5-proc-rieb-200-g,5.0,Pieno gaminiai ir kiaušiniai	Varškės produktai	Grūdėta varškė,11.0,0.49,0.5,200
"Glaistytas vanilinis varškės sūrelis DADU, 24,2%  rieb., 45 g",30.7,26.9,18.8,0.29,406.0,https://www.barbora.lt/produktai/glaistytas-vanilinis-varskes-surelis-dadu-24-2-proc-rieb-45-g,26.0,Pieno gaminiai ir kiaušiniai	Varškės produktai	Glaistyti varškės sūreliai,12.5,0.34,0.13,45
"Graikiškas jogurtas ALMA, 4%, 370 g",4.0,4.0,2.5,nan,80.0,https://www.barbora.lt/produktai/graikiskas-jogurtas-alma-4-proc-370-g,4.0,Pieno gaminiai ir kiaušiniai	Jogurtai ir desertai	Jogurtai be pagardų,7.0,1.09,0.1,370
"Lydytas sūrelis ROKIŠKIO GRAND, 23% rieb., 175 g",3.1,3.0,15.5,0.85,266.0,https://www.barbora.lt/produktai/lydytas-surelis-rokiskio-grand-23-proc-rieb-175-g,23.0,Pieno gaminiai ir kiaušiniai	Sūris	Tepami sūriai,11.7,1.09,0.84,175
"Raikytas lydytas sūris PRESIDENT CHEDDAR, 40% rieb. s. m., 120 g",7.0,0.0,0.0,nan,227.5,https://www.barbora.lt/produktai/raikytas-lydytas-suris-president-cheddar-40-proc-rieb-s-m-120-g,17.0,Pieno gaminiai ir kiaušiniai	Sūris	Lydyti sūriai,13.0,1.19,0.0,120
"Vanilinis sūrelis MAGIJA su karameliniu glaistu, 24% rieb., 45 g",25.2,23.7,16.0,nan,374.0,https://www.barbora.lt/produktai/vanilinis-surelis-magija-su-karameliniu-glaistu-24-proc-rieb-45-g,24.0,Pieno gaminiai ir kiaušiniai	Varškės produktai	Glaistyti varškės sūreliai,13.0,0.39,0.06,45
"Pusriebė DVARO varškė, 9% rieb., 400 g",3.5,2.9,6.2,1.88,159.0,https://www.barbora.lt/produktai/pusriebe-dvaro-varske-9-proc-rieb-400-g,9.0,Pieno gaminiai ir kiaušiniai	Varškės produktai	Varškė,16.0,2.35,0.1,400
"Ekologiškas varškės sūrelis DOBILAS su vanile, 7,5% rieb., 80 g",18.4,18.3,4.5,nan,193.0,https://www.barbora.lt/produktai/ekologiskas-varskes-surelis-dobilas-su-vanile-7-5-proc-rieb-80-g,7.5,Pieno gaminiai ir kiaušiniai	Varškės produktai	Desertinė varškė,13.0,0.59,0.1,80
"Pusriebė DVARO varškė, 9% rieb., 250 g",3.5,nan,nan,nan,155.0,https://www.barbora.lt/produktai/pusriebe-dvaro-varske-9-proc-rieb-250-g,9.0,Pieno gaminiai ir kiaušiniai	Varškės produktai	Varškė,15.1,1.49,nan,250
"Majonezas BE KONSERVANTŲ, 62% rieb., 630 g",5.0,4.0,4.0,nan,581.0,https://www.barbora.lt/produktai/majonezas-be-konservantu-62-proc-rieb-630-g,62.0,Pieno gaminiai ir kiaušiniai	Majonezas	Majonezas,0.2,2.28,0.0,630
"Glaistytas sūrelis URIGA su vanile ir aguonomis, 16% rieb., 50 g",29.0,28.0,14.0,nan,372.0,https://www.barbora.lt/produktai/glaistytas-surelis-uriga-su-vanile-ir-aguonomis-16-proc-rieb-50-g,23.0,Pieno gaminiai ir kiaušiniai	Varškės produktai	Glaistyti varškės sūreliai,11.0,0.5,0.0,50
"Grūdėta varškė, 7% rieb., 350 g",2.7,2.7,4.4,nan,212.0,https://www.barbora.lt/produktai/grudeta-varske-7-proc-rieb-350-g,7.0,Pieno gaminiai ir kiaušiniai	Varškės produktai	Grūdėta varškė,12.0,1.66,0.9,350
"VILKYŠKIŲ jogurtas su persikais, 3,5% rieb., 200 g",16.3,14.4,2.2,nan,110.0,https://www.barbora.lt/produktai/vilkyskiu-jogurtas-su-persikais-3-5-proc-rieb-200-g,3.5,Pieno gaminiai ir kiaušiniai	Jogurtai ir desertai	Jogurtai su pagardais,2.9,0.59,0.11,200
"Jogurtinė ŽEMAITIJOS grietinė, 10% rieb., 400 g",4.3,4.2,5.9,nan,121.0,https://www.barbora.lt/produktai/jogurtine-zemaitijos-grietine-10-proc-rieb-400-g,10.0,Pieno gaminiai ir kiaušiniai	Grietinė ir grietinėlė	Grietinė,3.5,1.19,0.1,400
"Glaistytas varškės sūrelis KARUMS su vanilinu, 22,5% rieb., 45 g",24.5,nan,nan,nan,347.0,https://www.barbora.lt/produktai/glaistytas-varskes-surelis-karums-su-vanilinu-22-5-proc-rieb-45-g,22.9,Pieno gaminiai ir kiaušiniai	Varškės produktai	Glaistyti varškės sūreliai,10.2,0.43,nan,45
"Gl. varškės sūrelis MAGIJA su kondensuotu pienu, 24% rieb., 45 g",30.5,28.4,14.9,nan,378.0,https://www.barbora.lt/produktai/gl-varskes-surelis-magija-su-kondensuotu-pienu-24-proc-rieb-45-g,23.0,Pieno gaminiai ir kiaušiniai	Varškės produktai	Glaistyti varškės sūreliai,11.7,0.39,0.1,45
"Sūrio dešrelės PIK-NIK, 40% rieb. s. m., 160 g",0.35,0.5,14.4,nan,295.0,https://www.barbora.lt/produktai/surio-desreles-pik-nik-40-proc-rieb-s-m-160-g,20.8,Pieno gaminiai ir kiaušiniai	Sūris	Kiti sūriai,26.7,1.69,1.5,160
"Ekologiška grietinė BIOS su bifidobakterijomis, 25% rieb., 350 g",3.3,2.7,14.3,nan,249.0,https://www.barbora.lt/produktai/ekologiska-grietine-bios-su-bifidobakterijomis-25-proc-rieb-350-g,25.0,Pieno gaminiai ir kiaušiniai	Grietinė ir grietinėlė	Grietinė,2.6,1.87,0.09,350
"Glaist. sūrelis PASAKA su avietėmis ir šok.gabal., 23% rieb., 45 g",31.4,29.9,15.6,nan,369.0,https://www.barbora.lt/produktai/glaist-surelis-pasaka-su-avietemis-ir-sok-gabal-23-proc-rieb-45-g,22.0,Pieno gaminiai ir kiaušiniai	Varškės produktai	Glaistyti varškės sūreliai,10.2,0.44,0.1,45
"Ekologiškas jogurtas DOBILAS su vanile, 3,2% rieb., 125 g",14.4,13.7,2.0,nan,101.0,https://www.barbora.lt/produktai/ekologiskas-jogurtas-dobilas-su-vanile-3-2-proc-rieb-125-g,3.2,Pieno gaminiai ir kiaušiniai	Jogurtai ir desertai	Jogurtai su pagardais,3.5,0.49,0.1,125
"Varškės sūrelis MAGIJA su kakav. ir šok. sk. gab., 24% rieb., 45 g",34.7,32.6,14.3,nan,407.0,https://www.barbora.lt/produktai/varskes-surelis-magija-su-kakav-ir-sok-sk-gab-24-proc-rieb-45-g,24.5,Pieno gaminiai ir kiaušiniai	Varškės produktai	Glaistyti varškės sūreliai,11.0,0.39,0.1,45
"Švelniai sūdytas sūris FAVITA, 45% rieb. s. m., 270 g",4.0,0.0,0.0,nan,218.0,https://www.barbora.lt/produktai/svelniai-sudytas-suris-favita-45-proc-rieb-s-m-270-g,18.0,Pieno gaminiai ir kiaušiniai	Sūris	Fetos ir brinzos sūriai,10.0,0.89,0.0,270
"SMETONIŠKAS sviestas, 82% rieb., 0,2 kg",0.8,nan,57.9,1.86,749.0,https://www.barbora.lt/produktai/smetoniskas-sviestas-82-proc-rieb-0-2-kg,82.0,"Pieno gaminiai ir kiaušiniai	Sviestas, margarinas ir riebalai	Sviestas",0.7,2.39,0.05,200
"Ekologiška pusriebė varškė DOBILAS, 9% rieb., 330 g",3.4,3.2,5.6,nan,157.0,https://www.barbora.lt/produktai/ekologiska-pusriebe-varske-dobilas-9-proc-rieb-330-g,9.0,Pieno gaminiai ir kiaušiniai	Varškės produktai	Varškė,15.6,1.75,0.2,330
"Grūdėta varškė su avietėmis, 7% rieb., 150 g",14.6,13.9,3.6,nan,144.0,https://www.barbora.lt/produktai/grudeta-varske-su-avietemis-7-proc-rieb-150-g,6.1,Pieno gaminiai ir kiaušiniai	Varškės produktai	Grūdėta varškė,7.5,0.99,0.64,150
"Glaistytas sūrelis URIGA, 18% rieb., 50 g",29.0,28.0,15.0,nan,360.0,https://www.barbora.lt/produktai/glaistytas-surelis-uriga-18-proc-rieb-50-g,22.0,Pieno gaminiai ir kiaušiniai	Varškės produktai	Glaistyti varškės sūreliai,11.0,0.5,0.0,50
"ŽEMAITIJOS grietinė, 30%  rieb., 400 g",3.1,2.3,17.9,nan,292.0,https://www.barbora.lt/produktai/zemaitijos-grietine-30-proc-rieb-400-g,30.0,Pieno gaminiai ir kiaušiniai	Grietinė ir grietinėlė	Grietinė,2.4,1.69,0.08,400
"Ekologiškas jogurtas DOBILAS, 2,5% rieb., 300 g",4.8,4.8,2.5,nan,71.0,https://www.barbora.lt/produktai/ekologiskas-jogurtas-dobilas-2-5-proc-rieb-300-g,3.9,Pieno gaminiai ir kiaušiniai	Jogurtai ir desertai	Jogurtai be pagardų,4.3,1.19,0.1,300
"Varškytė MIAU su bananais, 6% rieb., 100 g",15.3,14.6,3.6,nan,155.0,https://www.barbora.lt/produktai/varskyte-miau-su-bananais-6-proc-rieb-100-g,6.0,Pieno gaminiai ir kiaušiniai	Varškės produktai	Desertinė varškė,9.9,0.69,0.09,100
"DVARO grietinė, 30% rieb., 200 g",3.1,2.3,17.9,nan,292.0,https://www.barbora.lt/produktai/dvaro-grietine-30-proc-rieb-200-g,30.0,Pieno gaminiai ir kiaušiniai	Grietinė ir grietinėlė	Grietinė,2.4,0.99,0.1,200
"Gl. varškės sūrelis NYKŠTUKAS su kondens. pienu, 21% rieb., 45 g",29.5,26.3,15.5,nan,378.0,https://www.barbora.lt/produktai/gl-varskes-surelis-nykstukas-su-kondens-pienu-21-proc-rieb-45-g,23.4,Pieno gaminiai ir kiaušiniai	Varškės produktai	Glaistyti varškės sūreliai,12.4,0.39,0.23,45
"Sūrio dešrelės PIK-NIK, 40% rieb. s. m., 140 g",0.35,0.5,14.4,nan,295.0,https://www.barbora.lt/produktai/surio-desreles-pik-nik-40-proc-rieb-s-m-140-g,20.8,Pieno gaminiai ir kiaušiniai	Sūris	Kiti sūriai,26.7,1.29,1.3,140
"Grūdėta varškė su mėlynėmis, 7% rieb., 150 g",14.6,13.5,3.6,nan,144.0,https://www.barbora.lt/produktai/grudeta-varske-su-melynemis-7-proc-rieb-150-g,6.1,Pieno gaminiai ir kiaušiniai	Varškės produktai	Grūdėta varškė,7.6,0.95,0.64,150
"Pusriebė Rokiškio NAMINĖ varškė, 9% rieb., 500 g",nan,nan,nan,nan,nan,https://www.barbora.lt/produktai/pusriebe-rokiskio-namine-varske-9-proc-rieb-500-g,nan,Pieno gaminiai ir kiaušiniai	Varškės produktai	Varškė,nan,2.15,nan,500
"Lydytas sviestas GHI KHANUM, 99,8% rieb., 500 g",0.0,0.0,63.3,nan,898.0,https://www.barbora.lt/produktai/lydytas-sviestas-ghi-khanum-99-8-proc-rieb-500-g,99.85,"Pieno gaminiai ir kiaušiniai	Sviestas, margarinas ir riebalai	Sviestas",0.0,8.49,0.0,500
"Biri VILKYŠKIŲ varškė, 9% rieb., 500 g",3.5,2.2,5.8,nan,642.0,https://www.barbora.lt/produktai/biri-vilkyskiu-varske-9-proc-rieb-500-g,9.0,Pieno gaminiai ir kiaušiniai	Varškės produktai	Varškė,14.7,2.29,0.11,500
"Saldžios grietinėlės ŽEMAITIJOS sviestas, 82% rieb., 200 g",0.8,0.5,49.0,nan,743.0,https://www.barbora.lt/produktai/saldzios-grietineles-zemaitijos-sviestas-82-proc-rieb-200-g,82.0,"Pieno gaminiai ir kiaušiniai	Sviestas, margarinas ir riebalai	Sviestas",0.5,2.19,0.01,200
